round,client_0_acc,client_0_loss,client_1_acc,client_1_loss,client_2_acc,client_2_loss,client_3_acc,client_3_loss,client_4_acc,client_4_loss,mean_acc,mean_loss,test_acc,test_loss
0,0.2556,1.9554091314726239,0.2382,2.0046728044748305,0.3104,1.825017058119482,0.29568,1.8594618841093413,0.2993,1.8657483556602574,0.279836,1.9020618467673072,0.1485,2.3368776267087914
1,0.3668,1.6670247090013721,0.331,1.7332954615354539,0.39088,1.6101379041769066,0.38288,1.6394519331503887,0.3774,1.6583578269692916,0.369792,1.6616535669666828,0.4191,1.5795352323145806
2,0.4534,1.4832940041264402,0.4358,1.5137136727571487,0.4736,1.4287301180314045,0.45776,1.4623245317108777,0.4488,1.4853717948817,0.45387199999999994,1.4746868243015143,0.5285,1.3062868993493575
3,0.5066,1.348355631285076,0.4844,1.3500706791877746,0.5192,1.3222140207582591,0.51712,1.3240503583635603,0.5096,1.3460980638673035,0.5073840000000001,1.3381577506923947,0.5505,1.2547220474557033
4,0.5496,1.234443806394746,0.55,1.2273031175136566,0.5628,1.217581873037377,0.55488,1.2178624308839137,0.5564,1.2349152987516379,0.554736,1.2264213053162663,0.5781,1.1962901957427399
5,0.5805,1.1564854987059967,0.5772,1.2084187731146812,0.58128,1.1497767658866183,0.59072,1.1429089265210288,0.5861,1.1627967138833637,0.5831600000000001,1.1640773356223377,0.6128,1.1182058981702299
6,0.6036,1.0911911137496368,0.599,1.1075384333729743,0.61024,1.079728967681223,0.60768,1.083594016882838,0.6027,1.1074270017539398,0.604644,1.0938959066881222,0.6509,1.0008360102206846
7,0.6114,1.073678952983663,0.6142,1.0611002013087272,0.6308,1.032344169154459,0.61752,1.0523148355435352,0.631,1.0536604101144815,0.620984,1.0546197138209732,0.6548,0.9951533614834652
8,0.6392,1.010674224624151,0.641,0.9975005373358726,0.64464,0.9996230279912754,0.64504,0.9964865476501231,0.6408,1.0063235503208787,0.642136,1.0021215775844603,0.6625,0.9492019641248486
9,0.6394,1.0035306079478203,0.6576,0.9547888562083244,0.66344,0.9443166122144583,0.65744,0.9638417788914272,0.6534,0.9726313209231896,0.654256,0.967821835237044,0.6955,0.8746861506112015
10,0.6575,0.9388758374165885,0.675,0.9197195157408714,0.67144,0.9227341504729524,0.6608,0.9359783937736433,0.6673,0.9439403060116346,0.666408,0.932249640683138,0.6712,0.9055278874650786
11,0.6799,0.8964936363546154,0.6808,0.894848357141018,0.68464,0.8900363244572465,0.68584,0.8928273721617095,0.6768,0.9045451773872858,0.6815960000000001,0.8957501735003749,0.694,0.8589740636982496
12,0.6826,0.9037854686568055,0.6954,0.8558410853147507,0.69208,0.8590371614816238,0.68832,0.8846182567732674,0.6985,0.8719654800016668,0.69138,0.8750494904456229,0.7079,0.8314634833154799
13,0.7032,0.8471226330044903,0.7022,0.845901706814766,0.70368,0.8340398188756437,0.69944,0.8436377595882026,0.7024,0.842731150645244,0.702184,0.8426866137856693,0.7324,0.7700860258899157
14,0.7074,0.81939004569114,0.7022,0.8373736381530762,0.7144,0.8122330758036399,0.71008,0.8232670572339272,0.7143,0.8135670136801804,0.7096760000000001,0.8211661661123927,0.7313,0.7746310898020298
15,0.7193,0.8018595251855971,0.7276,0.7857476755976677,0.7248,0.7879053725271808,0.72816,0.78612547869585,0.7151,0.8064003798026073,0.722992,0.7936076863617807,0.6998,0.8656312197069579
16,0.7227,0.7859935194631166,0.736,0.777975070476532,0.73216,0.766126483070607,0.7232,0.7706209573210502,0.7255,0.7908455970921094,0.7279119999999999,0.7783123254846831,0.7464,0.744609876524044
17,0.7315,0.7762763802009293,0.7332,0.7536879062652588,0.742,0.7441030594767356,0.73448,0.75787153840065,0.736,0.7585090466692478,0.735436,0.7580895862025643,0.7521,0.7097702275348615
18,0.7345,0.753411591053009,0.7444,0.7372644498944283,0.7528,0.7263469814646001,0.74384,0.7360875837656916,0.7371,0.7426314429391788,0.742528,0.7391484098233816,0.7413,0.7506536079358451
19,0.747,0.72918863839741,0.7394,0.7317381501197815,0.75904,0.6986167354851353,0.7484,0.7220891887436107,0.7464,0.7380022338674038,0.7480479999999999,0.7239269893226683,0.7596,0.7036063844644571
20,0.7424,0.7232187684578232,0.7566,0.6894133403897286,0.76216,0.687735495518665,0.74896,0.7079210786186919,0.7517,0.7107845484455929,0.752364,0.7038146462861004,0.7716,0.6647358725342569
21,0.7576,0.6976458479332018,0.769,0.640797670185566,0.76776,0.6615394521124509,0.76552,0.6720381336552756,0.7599,0.6992876310891742,0.7639560000000001,0.6742617469951336,0.7695,0.6829588632040386
22,0.7558,0.6897941790049589,0.7688,0.6412993721663952,0.7712,0.6474947637441207,0.76936,0.6639965705725611,0.7632,0.6803082416329203,0.7656719999999999,0.6645786254241912,0.7863,0.6166874736170226
23,0.7684,0.6602049907551536,0.783,0.6503552734851837,0.78064,0.6359809554961263,0.7708,0.6546690886726185,0.7766,0.6640390338776987,0.7758879999999999,0.6530498684573562,0.7939,0.6064826770673825
24,0.7762,0.651303664038453,0.7682,0.6579428903758526,0.78064,0.6266177260145849,0.77368,0.6443499490922812,0.7687,0.6679896169070956,0.7734840000000001,0.6496407692856534,0.7911,0.6172985725010498
25,0.7813,0.6235486065285115,0.793,0.5917786814272403,0.7864,0.6070957509230595,0.77936,0.6343893846687005,0.7823,0.6270336040967628,0.7844720000000001,0.616769205528855,0.7959,0.603021768452246
26,0.78,0.6127474428732184,0.791,0.5974081993103028,0.79392,0.5892204006715697,0.78472,0.6189560905403021,0.7903,0.6007691044596177,0.787988,0.6038202475710021,0.8032,0.5907825763466992
27,0.7835,0.6105372034296205,0.8,0.5760744623839855,0.79792,0.5865457386386638,0.79656,0.5919823239044267,0.7991,0.599291211819347,0.795416,0.5928861880352086,0.7936,0.609282367968861
28,0.7854,0.6189863198920141,0.8056,0.5732339166104794,0.80896,0.565654565181051,0.79384,0.5857308589074076,0.789,0.6022375410870661,0.79656,0.5891686403356036,0.7959,0.596179394782344
29,0.7892,0.597586502380009,0.7928,0.5932195693254471,0.80888,0.5513566863171908,0.798,0.5786125577834188,0.7974,0.5766320288935795,0.7972560000000001,0.579481468939929,0.8108,0.5549827863143969
30,0.7947,0.5844019821173028,0.8078,0.5886497125029564,0.81112,0.5416572328124728,0.80696,0.5537717917135784,0.8082,0.5497222354140463,0.805756,0.5636405909120713,0.7839,0.6363992094993591
31,0.7989,0.5691595677333542,0.7926,0.6244358211755753,0.81272,0.5370819523018233,0.80648,0.5578084195754967,0.8105,0.5564256898964508,0.8042400000000001,0.5689822901365401,0.8011,0.5911552977712848
32,0.8175,0.532674335226228,0.8198,0.5431898184120655,0.81712,0.525212363320954,0.81264,0.5408769614842474,0.8163,0.5419013824643968,0.816672,0.5367709721815783,0.8212,0.5378758639474458
33,0.8112,0.5387747521641888,0.8176,0.5503661431372165,0.82112,0.5133388300939482,0.81696,0.5321858993598393,0.8178,0.533350683088544,0.8169359999999999,0.5336032615687474,0.8053,0.5669989008692247
34,0.8148,0.5295418044434318,0.814,0.5390800446271896,0.82904,0.49116180289764794,0.8196,0.5180749935763223,0.8272,0.504314048758036,0.820928,0.5164345388605256,0.8142,0.5427319162254092
35,0.8195,0.5117026597638673,0.8312,0.5034688539803028,0.83192,0.48825238401792487,0.8236,0.5110994914964754,0.8213,0.5255307872084123,0.8255039999999999,0.5080108352933965,0.8058,0.5631156680704672
36,0.818,0.5244531114644642,0.8284,0.48241670802235603,0.83104,0.49322378909101294,0.82432,0.4992741948487807,0.8177,0.5151890874663486,0.8238920000000001,0.5029113781785924,0.819,0.5352812650837476
37,0.8183,0.5103104057945783,0.8268,0.4973570965230465,0.83848,0.4748477351908781,0.8332,0.4819507297812676,0.8381,0.4680389677044712,0.830976,0.48650098699884836,0.8194,0.5310346736938139
38,0.8309,0.48676144850404957,0.8324,0.4983178749680519,0.83896,0.466237663006296,0.8348,0.475118056547885,0.8418,0.45798652006101004,0.8357720000000001,0.4768843126174585,0.8105,0.5608844402470167
39,0.8355,0.48401788367500787,0.8276,0.5023564517498016,0.8416,0.4583744972336049,0.836,0.4666103234096449,0.8343,0.4794220871563199,0.835,0.4781562486448759,0.8206,0.5442134255095373
40,0.8357,0.47763010255898103,0.8434,0.43663381710648536,0.84688,0.4416516815521279,0.84096,0.45842986781986395,0.8443,0.456969920592972,0.842248,0.454263077926086,0.8179,0.5313344839253004
41,0.8298,0.49358484148979187,0.8522,0.43248298987746236,0.84888,0.437146609839128,0.83952,0.45200658726448917,0.8427,0.44783256514162956,0.8426199999999999,0.45261071872250025,0.8212,0.5270947006684316
42,0.8407,0.4597695688658123,0.842,0.4457201290875673,0.84208,0.4422527463460455,0.84728,0.44160465926540143,0.8535,0.4301207861568354,0.8451120000000001,0.4438935779443324,0.8229,0.5292431493348713
43,0.8473,0.4456573181514499,0.8614,0.39718730077147485,0.85304,0.4202334134250271,0.84664,0.4395125782003208,0.8498,0.43289351651940167,0.8516360000000001,0.4270968254135349,0.831,0.5081091885325275
44,0.8443,0.4516081221496003,0.8538,0.42354936674237254,0.85136,0.41780703773303907,0.85296,0.4225716484444482,0.8535,0.42639299812196174,0.8511840000000002,0.4283858346382844,0.8241,0.5247918442834781
45,0.8508,0.43003049681458294,0.8652,0.3852732267230749,0.85928,0.40352444061819387,0.85768,0.41356795357198134,0.8518,0.425307788426363,0.856952,0.41154078123083926,0.8249,0.5174401628820202
46,0.8524,0.42548636771455595,0.8652,0.3935706831514835,0.86384,0.39486306130277865,0.86,0.40189580710566775,0.863,0.3997892495952075,0.8608879999999999,0.40312103377393865,0.8323,0.4987370975409882
47,0.8566,0.41931735073463827,0.842,0.45776904076337815,0.8596,0.4017378453697477,0.86008,0.406192173459092,0.8564,0.41607847168475764,0.854936,0.42021897640232275,0.8277,0.5073916300942626
48,0.8548,0.42200532970549187,0.8546,0.4288606822490692,0.8668,0.38387054083298666,0.86816,0.38368439567940577,0.8595,0.4112412650373918,0.8607720000000001,0.405932442700869,0.8295,0.5075309144545205
49,0.85,0.4227071506313131,0.8354,0.4762932348996401,0.87088,0.37370680546273993,0.86552,0.38952780575776585,0.8531,0.4248606091058707,0.8549800000000001,0.41741912117146596,0.8277,0.5158811924578268
