step,train_loss,train_acc,test_loss,test_acc
0,1.5523415935009033,0.42174,1.6072720500487316,0.4269
1,1.118676714732519,0.5971,1.229572750345061,0.5732
2,0.9499501980783994,0.66164,1.0285261062127125,0.6343
3,0.8478683285091234,0.69948,0.8609857015971896,0.6973
4,0.760608786817097,0.7335,1.0021160463743572,0.6572
5,0.7004764740119505,0.7555,0.83178938491435,0.7092
6,0.6431411306571473,0.77652,0.7180844666082647,0.7462
7,0.5956114965783971,0.79488,0.7289551805846298,0.7528
